Customer,Activity,ExpectedProfit,ResponseProbability
1,40,2.3969978934304006,0.0104615564
1,39,2.3969978934304006,0.0104615564
1,38,2.3969978934304006,0.0104615564
1,41,-1.089439575470271,0.0264461806
2,44,-6.7448253512536,0.0486366947
2,42,-6.7448253512536,0.0486366947
2,43,-6.7448253512536,0.0486366947
3,20,20.280522873520002,0.0525653917
3,32,4.4651616265152,0.0172843182
3,31,4.4651616265152,0.0172843182
3,21,20.280522873520002,0.0525653917
4,39,7.218761589738402,0.0251380719
4,10,-1.022850070424,0.0274838615
4,11,-1.022850070424,0.0274838615
4,38,7.218761589738402,0.0251380719
4,8,-1.022850070424,0.0274838615
4,9,-1.022850070424,0.0274838615
4,40,7.218761589738402,0.0251380719
5,7,11.662031048886401,0.0491686449
5,3,6.924837083840002,0.056232894000000005
5,4,6.924837083840002,0.056232894000000005
6,41,-1.2930180372703353,0.0254967378
6,7,4.7028745873408,0.0222302528
7,37,-0.987468575756,0.0336739899
8,38,10.5973567226176,0.0354218616
8,33,10.910021068959999,0.0294625766
8,34,10.910021068959999,0.0294625766
8,39,10.5973567226176,0.0354218616
8,40,10.5973567226176,0.0354218616
9,33,10.2627828004,0.0278668215
9,47,1.0191310751623046,0.0362800658
9,34,10.2627828004,0.0278668215
10,42,-6.725188354643199,0.0371919288
10,43,-6.725188354643199,0.0371919288
10,44,-6.725188354643199,0.0371919288
10,37,-0.9327063218720001,0.0229259996
11,6,0.0030819953112,0.0098781901
11,45,-0.6534508877312,0.0516224776
12,3,-1.7998560704799988,0.0203819195
12,12,9.927940152,0.02447717
12,4,-1.7998560704799988,0.0203819195
12,13,9.927940152,0.02447717
13,48,-1.0294204601408001,0.0169543908
13,4,0.18603774987200072,0.0285422327
13,37,-0.829576561424,0.0224811366
13,3,0.18603774987200072,0.0285422327
14,45,-0.36428430272,0.036095924
15,40,20.607596524091203,0.0658910942
15,39,20.607596524091203,0.0658910942
15,38,20.607596524091203,0.0658910942
15,22,5.222526021895938,0.0390996548
15,24,5.222526021895938,0.0390996548
15,23,5.222526021895938,0.0390996548
15,25,5.222526021895938,0.0390996548
16,30,0.0456767932608,0.0365999946
16,41,-1.2710007133220786,0.0255994215
16,29,0.0456767932608,0.0365999946
17,32,8.0544660970176,0.0311782566
17,31,8.0544660970176,0.0311782566
18,13,23.41473991272,0.0577286487
18,14,0.6260253371632,0.0331718222
18,12,23.41473991272,0.0577286487
18,15,0.6260253371632,0.0331718222
19,27,24.137727470289473,0.0686346231
19,41,-2.4018572935264952,0.0203253683
19,33,20.000406549760005,0.0518747696
19,34,20.000406549760005,0.0518747696
19,28,24.137727470289473,0.0686346231
19,49,4.227021015673249,0.0197138471
19,50,4.227021015673249,0.0197138471
19,26,24.137727470289473,0.0686346231
20,29,0.05676422622,0.0363873245
20,30,0.05676422622,0.0363873245
20,33,11.119776094960002,0.0299797241
20,34,11.119776094960002,0.0299797241
21,24,3.5084721081354893,0.0283980759
21,25,3.5084721081354893,0.0283980759
21,23,3.5084721081354893,0.0283980759
21,18,6.93741235546029,0.0324757426
21,19,6.93741235546029,0.0324757426
21,22,3.5084721081354893,0.0283980759
22,27,16.412617949563266,0.0475759322
22,26,16.412617949563266,0.0475759322
22,28,16.412617949563266,0.0475759322
23,4,2.6844780285440013,0.0388086704
23,3,2.6844780285440013,0.0388086704
23,41,-2.1244702997814393,0.021619037
