Customer,Activity,ExpectedProfit,ResponseProbability
1,36,-1.3852445715679984,0.0252261189
1,35,-1.3852445715679984,0.0252261189
1,66,36.147502653775526,0.0447594221
2,1,15.889288721513605,0.031597549700000005
2,42,1.6651531788252179,0.0299555856
2,41,1.6651531788252179,0.0299555856
2,3,15.889288721513605,0.031597549700000005
2,2,15.889288721513605,0.031597549700000005
3,49,26.01924586688,0.0313210056
3,48,26.01924586688,0.0313210056
3,17,700.81222690752,0.7745493224
3,16,700.81222690752,0.7745493224
3,15,700.81222690752,0.7745493224
3,10,-2.3001482880784003,0.0285225746
3,9,-2.3001482880784003,0.0285225746
3,50,26.01924586688,0.0313210056
4,33,14.674363653039997,0.0328850173
4,29,-2.3003866950136005,0.0281800359
4,28,-2.3003866950136005,0.0281800359
4,30,-2.3003866950136005,0.0281800359
4,34,14.674363653039997,0.0328850173
5,31,0.012102650351111998,0.0294726533
5,47,-15.05145258770749,0.0288847866
5,32,0.012102650351111998,0.0294726533
6,47,-15.013275145245155,0.0337567057
6,70,-0.01405135088320001,0.0315723054
6,59,-15.072612269500762,0.015383413500000004
7,60,-15.04509780521893,0.0424973149
7,61,-15.04509780521893,0.0424973149
8,3,15.216224043756803,0.0304296186
8,1,15.216224043756803,0.0304296186
8,2,15.216224043756803,0.0304296186
9,4,0.0232977452424,0.0334737719
9,28,-2.2633752187672003,0.0271191481
9,6,0.0232977452424,0.0334737719
9,29,-2.2633752187672003,0.0271191481
9,5,0.0232977452424,0.0334737719
9,30,-2.2633752187672003,0.0271191481
10,9,-2.2946942235568004,0.0181794371
10,10,-2.2946942235568004,0.0181794371
11,71,15.166923854816002,0.0322113982
11,51,8.511920771068802,0.0147702551
11,53,8.511920771068802,0.0147702551
11,52,8.511920771068802,0.0147702551
12,43,20.262616280124803,0.0352612171
12,52,35.07492140035202,0.06086352900000001
12,51,35.07492140035202,0.06086352900000001
12,53,35.07492140035202,0.06086352900000001
13,8,24.791148989312006,0.043119324
13,36,11.124753757312007,0.048269882400000005
13,69,14.56195686187306,0.0260500421
13,35,11.124753757312007,0.048269882400000005
14,58,14.490662078880002,0.026692201
14,47,-14.975299669730434,0.035312560800000004
15,33,24.569819419599998,0.0438216395
15,39,0.126209978501568,0.0319253831
15,59,-15.052472802831778,0.0286598338
15,34,24.569819419599998,0.0438216395
15,40,0.126209978501568,0.0319253831
16,61,-15.031385107536202,0.0394627025
16,60,-15.031385107536202,0.0394627025
16,8,14.969498595900804,0.0260763691
17,36,5.078243558128001,0.0371320431
17,42,5.092435217020004,0.0360866875
17,41,5.092435217020004,0.0360866875
17,35,5.078243558128001,0.0371320431
18,36,3.8988961492000023,0.0349596525
18,35,3.8988961492000023,0.0349596525
19,56,-0.034562098690240003,0.0467710355
19,66,14.180349290659523,0.0176023046
19,57,-0.034562098690240003,0.0467710355
20,60,-15.009711985748098,0.0427917484
20,61,-15.009711985748098,0.0427917484
20,72,9.293351785600002,0.0422937
21,68,66.52767849987168,0.0822455214
21,67,66.52767849987168,0.0822455214
22,31,0.030839656553520008,0.0150202886
22,42,2.0146274484111046,0.0305807639
22,41,2.0146274484111046,0.0305807639
22,32,0.030839656553520008,0.0150202886
23,50,52.38834655520001,0.060464574000000014
23,49,52.38834655520001,0.060464574000000014
23,48,52.38834655520001,0.060464574000000014
24,59,-15.057352690708354,0.0157194384
25,53,18.033005564784006,0.0312916555
25,61,-15.009360667213137,0.0286704221
25,52,18.033005564784006,0.0312916555
25,1,9.498433854195204,0.0205078604
25,2,9.498433854195204,0.0205078604
25,60,-15.009360667213137,0.0286704221
25,3,9.498433854195204,0.0205078604
25,51,18.033005564784006,0.0312916555
26,26,-2.2645697442880004,0.015928234399999998
26,32,0.095898218655624,0.0333619363
26,27,-2.2645697442880004,0.015928234399999998
26,31,0.095898218655624,0.0333619363
26,25,-2.2645697442880004,0.015928234399999998
27,68,30.214330022410568,0.0373527738
27,67,30.214330022410568,0.0373527738
27,12,0.2301655109509113,0.0207553633
27,11,0.2301655109509113,0.0207553633
28,66,21.360832712045603,0.0264792505
28,71,15.079448568944002,0.0320502663
28,53,11.770190595820804,0.0204241466
28,51,11.770190595820804,0.0204241466
28,52,11.770190595820804,0.0204241466
29,19,1.6465619365596005,0.010675285
29,18,1.6465619365596005,0.010675285
29,53,16.108020903859202,0.0279513384
29,52,16.108020903859202,0.0279513384
29,20,1.6465619365596005,0.010675285
29,51,16.108020903859202,0.0279513384
30,27,-2.0590706861080004,0.024993229300000003
30,60,-14.96168617784077,0.0360150686
30,26,-2.0590706861080004,0.024993229300000003
30,61,-14.96168617784077,0.0360150686
30,38,15.202094643428964,0.0216618683
30,37,15.202094643428964,0.0216618683
30,25,-2.0590706861080004,0.024993229300000003
31,14,-0.037233235012864005,0.0207203514
31,13,-0.037233235012864005,0.0207203514
32,75,31.616583934997124,0.0391580276
32,74,31.616583934997124,0.0391580276
32,73,31.616583934997124,0.0391580276
32,70,0.059840484675200006,0.0423277603
33,72,1.0121824926112026,0.027923854900000003
33,69,11.701731600453314,0.0209333542
34,51,17.784372503980805,0.0308602166
34,14,-0.03242127972352,0.017014368000000002
34,13,-0.03242127972352,0.017014368000000002
34,52,17.784372503980805,0.0308602166
34,53,17.784372503980805,0.0308602166
35,27,-2.0360915547712004,0.0169964347
35,26,-2.0360915547712004,0.0169964347
35,25,-2.0360915547712004,0.0169964347
36,53,13.015472087001603,0.0225850132
36,52,13.015472087001603,0.0225850132
36,62,-2.2115801653619203,0.054088758499999987
36,51,13.015472087001603,0.0225850132
36,63,-2.2115801653619203,0.054088758499999987
37,22,13.989857935280003,0.0258765435
37,23,13.989857935280003,0.0258765435
37,21,13.989857935280003,0.0258765435
37,72,5.834641617961605,0.0362919957
38,31,0.125847735316056,0.0340519231
38,32,0.125847735316056,0.0340519231
39,65,0.14235610022496,0.0568151741
39,64,0.14235610022496,0.0568151741
40,7,0.020282009606400003,0.0291408184
40,8,9.815621947001603,0.017133138200000002
41,47,-14.903452653655522,0.035726757799999995
42,17,30.898530212159997,0.0341495692
42,15,30.898530212159997,0.0341495692
42,16,30.898530212159997,0.0341495692
43,52,12.494725053206402,0.0216813903
43,53,12.494725053206402,0.0216813903
43,51,12.494725053206402,0.0216813903
44,7,0.036246507518399994,0.0260391577
44,58,30.62965854124801,0.0564206796
45,24,-2.2103177209233285,0.0570976382
46,58,14.416214718672004,0.0265550669
47,43,18.794555045139205,0.0327137734
48,6,0.0461105954976,0.0331254278
48,72,1.6684196183968005,0.0290625861
48,59,-14.995297293011602,0.035275157
48,4,0.0461105954976,0.0331254278
48,5,0.0461105954976,0.0331254278
49,5,0.027274772066400006,0.0130626303
49,6,0.027274772066400006,0.0130626303
49,4,0.027274772066400006,0.0130626303
50,50,17.39557327064,0.0217899793
50,24,-2.2736147275623044,0.0160979484
50,49,17.39557327064,0.0217899793
50,48,17.39557327064,0.0217899793
51,38,23.983344225086245,0.0325177777
51,37,23.983344225086245,0.0325177777
52,15,24.15049842504,0.0266915323
52,17,24.15049842504,0.0266915323
52,58,28.197023738832005,0.0519396989
52,16,24.15049842504,0.0266915323
53,8,15.541355863241604,0.0270686807
53,70,0.040264718588,0.0282369881
54,14,0.07823367469299201,0.0453097311
