Customer,Activity,ExpectedProfit,ResponseProbability
1,4,-6.49316112533,0.0227962489
1,43,-3.4128469154000003,0.0131929619
1,44,-3.4128469154000003,0.0131929619
1,3,-6.49316112533,0.0227962489
1,45,-0.96305481265,0.0246301249
1,42,-3.4128469154000003,0.0131929619
2,24,5.877539608939999,0.0445321135
2,22,5.877539608939999,0.0445321135
2,25,5.877539608939999,0.0445321135
2,21,7.172387348839999,0.0329001101
2,26,-0.9957615846484,0.0170217484
2,20,7.172387348839999,0.0329001101
2,27,-0.9957615846484,0.0170217484
2,23,5.877539608939999,0.0445321135
2,28,-0.9957615846484,0.0170217484
2,48,-0.98647080934,0.0450973022
2,47,-6.4961771422808,0.0245054982
2,45,-0.70458220072,0.0410302499
2,13,0.0069221616192,0.0226214432
2,37,-0.89224499215,0.0239455573
2,12,0.0069221616192,0.0226214432
3,29,5.4515458764,0.0232972046
3,41,-6.4897462553456,0.0328645662
3,30,5.4515458764,0.0232972046
3,46,1.558885868800001,0.0344396832
3,17,-6.49162248713,0.0279250429
3,16,-6.49162248713,0.0279250429
4,42,-0.5000749363999999,0.0256407054
4,5,15.352344423,0.0393649857
4,43,-0.5000749363999999,0.0256407054
4,37,-0.6256231768,0.0415974248
4,49,0.011980372856399999,0.0255990873
4,44,-0.5000749363999999,0.0256407054
4,29,8.3641922676,0.0357444114
4,30,8.3641922676,0.0357444114
4,50,0.011980372856399999,0.0255990873
5,40,-0.972693226,0.04551129
5,39,-0.972693226,0.04551129
5,38,-0.972693226,0.04551129
5,36,7.3298174258,0.0314308437
5,35,7.3298174258,0.0314308437
5,31,0.0066096531000000005,0.022032177000000003
5,19,0.00019545111199999882,0.0403773255
5,18,0.00019545111199999882,0.0403773255
5,32,0.0066096531000000005,0.022032177000000003
6,48,-0.97274729914,0.0454211681
6,12,0.020754210034800002,0.0339121079
6,45,0.40804158140000024,0.07822453230000001
6,13,0.020754210034800002,0.0339121079
6,21,11.84277446504,0.0517019906
6,20,11.84277446504,0.0517019906
7,28,-0.978442049365,0.0432890575
7,18,0.006945135013999994,0.0409553013
7,27,-0.978442049365,0.0432890575
7,26,-0.978442049365,0.0432890575
7,19,0.006945135013999994,0.0409553013
8,49,0.029219119300799998,0.0312170078
8,5,6.526751516999999,0.0167352603
8,50,0.029219119300799998,0.0312170078
8,36,11.773619768,0.050421452
8,26,-0.9885095479936,0.0153821312
8,35,11.773619768,0.050421452
8,27,-0.9885095479936,0.0153821312
8,37,-0.4533366551500001,0.0289239865
8,28,-0.9885095479936,0.0153821312
9,34,6.96037720364,0.0320466071
9,47,-6.4698024679808,0.0276534176
9,6,0.03213114993,0.0357012777
9,42,-0.6639248719999999,0.024940492
9,44,-0.6639248719999999,0.024940492
9,43,-0.6639248719999999,0.024940492
9,33,6.96037720364,0.0320466071
10,42,3.1861037338000013,0.0413936057
10,3,-6.47211579308,0.0464736782
10,44,3.1861037338000013,0.0413936057
10,47,-6.450828649616,0.0394001205
10,5,21.721416756,0.0556959404
10,43,3.1861037338000013,0.0413936057
10,2,4.942834765399999,0.0212300631
10,4,-6.47211579308,0.0464736782
10,1,4.942834765399999,0.0212300631
11,4,-6.46873368905,0.0347403455
11,34,7.257408309800001,0.0332423845
11,47,-6.445501441184,0.034934973599999995
11,41,-6.441426796376,0.041718806
11,20,9.94510378664,0.0440624146
11,33,7.257408309800001,0.0332423845
11,3,-6.46873368905,0.0347403455
11,21,9.94510378664,0.0440624146
12,6,0.05008692132,0.0417391011
12,48,-0.93166468105,0.0455568793
12,14,0.3724377758,0.0203814244
12,39,-0.9747373897,0.028069567
12,15,0.3724377758,0.0203814244
12,13,0.034596650394,0.037686983
12,46,8.211919768000001,0.06287145200000001
12,40,-0.9747373897,0.028069567
12,38,-0.9747373897,0.028069567
12,12,0.034596650394,0.037686983
13,20,7.704024157160001,0.0350403549
13,50,0.0672045558756,0.0391634941
13,31,0.024986788679999997,0.0416446478
13,35,7.6480614038,0.0327908607
13,21,7.704024157160001,0.0350403549
13,36,7.6480614038,0.0327908607
13,49,0.0672045558756,0.0391634941
13,32,0.024986788679999997,0.0416446478
14,11,12.133129115600001,0.0561244834
14,8,12.133129115600001,0.0561244834
14,14,0.7848378469099999,0.0391226013
14,9,12.133129115600001,0.0561244834
14,15,0.7848378469099999,0.0391226013
14,10,12.133129115600001,0.0561244834
15,34,4.42567610576,0.0218424964
15,33,4.42567610576,0.0218424964
15,21,9.03135708368,0.0403838852
15,31,0.044039093759999995,0.0489323264
15,20,9.03135708368,0.0403838852
15,32,0.044039093759999995,0.0489323264
16,36,5.418685324999999,0.0232636125
16,41,-6.4335676849496,0.0327575518
16,45,-0.26009577390999994,0.0337855811
16,35,5.418685324999999,0.0232636125
16,37,0.005053458499999941,0.0478596885
16,19,0.0018581055391999994,0.0143472786
16,49,0.09415570120320002,0.043111584800000005
16,50,0.09415570120320002,0.043111584800000005
16,18,0.0018581055391999994,0.0143472786
17,36,5.967103075399999,0.0256072781
17,38,-0.98100481516,0.0158293207
17,46,-0.6471981073999995,0.0250119739
17,27,-0.9867566360008,0.0132965502
